source_db,query_id,record_id,doi,title,year,authors,publication,url,search_date
OpenAlex,Q2,https://openalex.org/W4414553552,10.1111/1365-2435.70167,Functional generalism in plant–hummingbird interactions: Causes and consequences from a plant perspective,2025,Ricardo Sánchez‐Martín; Elisa Barreto; François Duchenne; Isabela Galarda Varassin; María A. Maglianesi; Boris A. Tinoco; Catherine Helen Graham,Functional Ecology,https://doi.org/10.1111/1365-2435.70167,2026-09-25
OpenAlex,Q2,https://openalex.org/W2908914472,10.23860/thesis-tucker-sara-2018,CARPENTER BEE NECTAR ROBBERY EFFECTS ON FRUIT QUALITY AND NESTING PROVISIONS IN RHODE ISLAND,2018,Sara L. Tucker,,https://doi.org/10.23860/thesis-tucker-sara-2018,2026-09-25
OpenAlex,Q2,https://openalex.org/W2264259140,10.1590/0001-3765201520140349,Plant-hummingbird interactions and temporal nectar availability in arestinga from Brazil,2015,Lorena Coutinho Nery da Fonseca; Jeferson Vizentin‐Bugoni; André Rodrigo Rech; Maria Alice S. Alves,Anais da Academia Brasileira de Ciências,https://doi.org/10.1590/0001-3765201520140349,2026-09-25
OpenAlex,Q2,https://openalex.org/W7166545956,10.1002/ece3.73933,Nectar Robbery by Native and Invasive Bumblebees Reduces Floral Rewards but Not Seed Production in Desfontainia fulgens,2026,Carlos E. Valdivia; José I. Orellana,Ecology and Evolution,https://doi.org/10.1002/ece3.73933,2026-09-25
OpenAlex,Q2,https://openalex.org/W2981026205,10.1086/705584,The Context Dependence of Pollinator-Mediated Selection in Natural Populations,2019,Nina Sletvold,International Journal of Plant Sciences,https://doi.org/10.1086/705584,2026-09-25
OpenAlex,Q2,https://openalex.org/W2022629354,10.1111/j.1420-9101.2008.01669.x,Selective nectar robbing in a gynodioecious plant (Glechoma longituba) enhances female advantage,2008,Yan‐Wen ZHANG; Chun‐Feng Yang; J.‐M. ZHAO; Y H Guo,Journal of Evolutionary Biology,https://doi.org/10.1111/j.1420-9101.2008.01669.x,2026-09-25
OpenAlex,Q2,https://openalex.org/W2057234999,10.1093/ae/54.1.36,Nectar and Resin Robbing in Stingless Bees,2008,Christina M. Murphy; Michael D. Breed,American Entomologist,https://doi.org/10.1093/ae/54.1.36,2026-09-25
OpenAlex,Q2,https://openalex.org/W2761512420,10.1371/journal.pone.0185683,Are pollinating hawk moths declining in the Northeastern United States? An analysis of collection records,2017,Bruce E. Young; Stephanie L. Auer; Margaret Ormes; Giovanni Rapacciuolo; Dale F. Schweitzer; Nicole Sears,PLoS ONE,https://doi.org/10.1371/journal.pone.0185683,2026-09-25
OpenAlex,Q2,https://openalex.org/W2989541163,10.1038/s41598-019-53355-3,Male flowers of Aconitum compensate for toxic pollen with increased floral signals and rewards for pollinators,2019,Anne‐Laure Jacquemart; Christel Buyens; Marie‐France Hérent; Joëlle Quetin‐Leclercq; Georges C. Lognay; Thierry Hance; Muriel Quinet,Scientific Reports,https://doi.org/10.1038/s41598-019-53355-3,2026-09-25
OpenAlex,Q2,https://openalex.org/W2043054112,10.1039/c4np00159a,Improving our chemistry: challenges and opportunities in the interdisciplinary study of floral volatiles,2015,Robert A. Raguso; John N. Thompson; Diane R. Campbell,Natural Product Reports,https://doi.org/10.1039/c4np00159a,2026-09-25
OpenAlex,Q2,https://openalex.org/W4309196696,10.1016/j.pld.2022.11.002,Floral trait variation across individual plants within a population enhances defense capability to nectar robbing,2022,Shuang Tie; Yong‐Deng He; Amparo Lázaro; David W. Inouye; You‐Hao Guo; Chun‐Feng Yang,Acta Botanica Yunnanica,https://doi.org/10.1016/j.pld.2022.11.002,2026-09-25
OpenAlex,Q2,https://openalex.org/W4404399337,10.1371/journal.pone.0312143,Socioecological drivers of mutualistic and antagonistic plant-insect interactions and interaction outcomes in suburban landscapes,2024,Gordon M. Fitch; Lynn S. Adler; Rebecca E. Irwin; Paige S. Warren,PLoS ONE,https://doi.org/10.1371/journal.pone.0312143,2026-09-25
OpenAlex,Q2,https://openalex.org/W3109800971,10.1007/s00435-020-00507-z,Measuring proboscis length in Lepidoptera: a review,2020,Flóra Vajna; János Kis; Viktor Szigeti,Zoomorphology,https://doi.org/10.1007/s00435-020-00507-z,2026-09-25
OpenAlex,Q2,https://openalex.org/W4394910049,10.1371/journal.pone.0300398,Floral visitors of sesame (Sesamum indicum L.): Elucidating their nectar-robbing behaviour and impacts on the plant reproduction,2024,Ujjwal Layek; T. P. S. Bhandari; Alokesh Das; Prakash Karmakar,PLoS ONE,https://doi.org/10.1371/journal.pone.0300398,2026-09-25
OpenAlex,Q2,https://openalex.org/W4392189769,10.1101/2024.02.22.581568,Genotypic variation in blueberry flower morphology and nectar reward content affects pollinator attraction in a diverse breeding population,2024,Juliana Cromie; John J. Ternest; Andrew P. Komatz; Paul Adunola; Camila Ferreira Azevedo; Rachel E. Mallinger; Patricio Muńoz,bioRxiv (Cold Spring Harbor Laboratory),https://doi.org/10.1101/2024.02.22.581568,2026-09-25
OpenAlex,Q2,https://openalex.org/W4392891711,10.58843/ornneo.v35i1.1287,NECTAR ROBBING BY THE RED-TAILED COMET SAPPHO SPARGANURUS: THE VALUE OF CITIZEN SCIENCE TO DOCUMENT INFREQUENT BEHAVIOR IN BIRDS,2024,Luciana Tellería; Rodrigo Calbimonte; Flavia A. Montaño‐Centellas,Ornitología Neotropical,http://dx.doi.org/10.58843/ornneo.v35i1.1287,2026-09-25
OpenAlex,Q2,https://openalex.org/W4390226201,10.22541/au.170361388.82743885/v1,"NECTAR ROBBING BY THE RED-TAILED COMET ( SAPPHO SPARGANURUS , TROCHILIDAE): THE VALUE OF CITIZEN SCIENCE TO DOCUMENT INFREQUENT BEHAVIOR IN BIRDS",2023,Luciana Tellería; Flavia A. Montaño‐Centellas; Rodrigo Calbimonte,,https://doi.org/10.22541/au.170361388.82743885/v1,2026-09-25
OpenAlex,Q2,https://openalex.org/W4313246843,10.3390/biology12010031,"Biology, Genetic Diversity, and Conservation of Wild Bees in Tree Fruit Orchards",2022,Olivia Kline; Ngoc Tuyen Phan; Mitzy F. Porras; Joshua Chavana; Coleman Z. Little; Lilia Stemet; Roshani Sharma Acharya; David J. Biddinger; Gadi V. P. Reddy; Edwin George Rajotte; Neelendra K. Joshi,Biology,https://doi.org/10.3390/biology12010031,2026-09-25
OpenAlex,Q2,https://openalex.org/W4402463925,10.1002/ece3.70279,Ornithophily in the trumpet creeper ( Campsis radicans ),2024,Gary R. Graves,Ecology and Evolution,https://doi.org/10.1002/ece3.70279,2026-09-25
OpenAlex,Q2,https://openalex.org/W7164409219,10.5194/we-26-83-2026,Blueberry floral morphology influences pollinator visitation and behavioural patterns,2026,Helena Castro; Ana Margarida Branco; Bruna Lago Chaves; Hugo Gaspar; João Loureiro; Sílvia Castro,Web Ecology,https://doi.org/10.5194/we-26-83-2026,2026-09-25
OpenAlex,Q2,https://openalex.org/W7141776022,,Implicacións ecolóxicas e evolutivas do roubo de néctar en ecosistemas neotropicais venezolanos,2017,Roxibell del C. Pelayo Escalona,Investigo Institutional repository of UVigo (Universidade de Vigo),http://hdl.handle.net/11093/914,2026-09-25
OpenAlex,Q2,https://openalex.org/W2803766558,,"The tactic and floral constancy of foraging bumblebees: pure legitimate foragers, pure nectar-robbers, and mixed tactic individuals visiting one or more host species",2017,Karen Wang,UA Campus Repository (The University of Arizona),http://hdl.handle.net/10150/626802,2026-09-25
OpenAlex,Q2,https://openalex.org/W4225663926,10.5281/zenodo.4730394,Robo de néctar en Guettarda clarensis (Rubiaceae): ¿importa el vecindario floral?,2021,Llilian Martínez-Pérez; Michel Faife‐Cabrera,Zenodo (CERN European Organization for Nuclear Research),https://zenodo.org/record/4730394,2026-09-25
OpenAlex,Q2,https://openalex.org/W4248855267,10.7287/peerj.2789v0.2/reviews/2,"Peer Review #2 of ""Species interactions in an Andean bird–flowering plant network: phenology is more important than abundance or morphology (v0.2)""",2016,,,https://doi.org/10.7287/peerj.2789v0.2/reviews/2,2026-09-25
OpenAlex,Q2,https://openalex.org/W2527632633,,"Population Genetics, Distributions and Phenology of Bombus Latreille, 1802 and Xylocopa Latreille, 1802 (Hymenoptera: Apidae)",2014,Amber D. Tripodi,Journal of the Arkansas Academy of Science,https://scholarworks.uark.edu/etd/2132,2026-09-25
