source_db,query_id,record_id,doi,title,year,authors,publication,url,search_date
OpenAlex,Q7,https://openalex.org/W1977483140,10.1016/s1146-609x(00)01085-7,"Nectar robbing, forager efficiency and seed set: Bumblebees foraging on the self incompatible plant Linaria vulgaris (Scrophulariaceae)",2000,Jane C. Stout; John A. Allen; Dave Goulson,Acta Oecologica,https://doi.org/10.1016/s1146-609x(00)01085-7,2026-09-25
OpenAlex,Q7,https://openalex.org/W2191936093,10.1111/oik.02685,"Nectar robbing: a common phenomenon mainly determined by accessibility constraints, nectar volume and density of energy rewards",2015,Sandra V. Rojas‐Nossa; José María Sánchez; Luis Navarro,Oikos,https://doi.org/10.1111/oik.02685,2026-09-25
OpenAlex,Q7,https://openalex.org/W2005995421,10.1111/j.0030-1299.2005.13884.x,Effects of nectar robbing on nectar dynamics and bumblebee foraging strategies in Linaria vulgaris (Scrophulariaceae),2005,Daniel Aureliano Newman; James D. Thomson,Oikos,https://doi.org/10.1111/j.0030-1299.2005.13884.x,2026-09-25
OpenAlex,Q7,https://openalex.org/W1977909820,10.1111/j.1365-2664.2009.01759.x,Oilseed rape crops distort plant–pollinator interactions,2009,Tim Diekötter; Taku Kadoya; Franziska Peter; Volkmar Wolters; Frank Jauker,Journal of Applied Ecology,https://doi.org/10.1111/j.1365-2664.2009.01759.x,2026-09-25
OpenAlex,Q7,https://openalex.org/W2114285176,,"Morphological constraints and nectar robbing in three Andean bumble bee species (Hymenoptera, Apidae, Bombini)",2006,Andre J. Riveros; Edgar Javier Hernandez; Guiomar Nates‐Parra,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),https://repository.urosario.edu.co/handle/10336/28153,2026-09-25
OpenAlex,Q7,https://openalex.org/W2029202857,10.1007/s004420000580,Causes and consequences of floral damage in Aconitum lycoctonum at high and low elevations in Switzerland,2001,Anna‐Barbara Utelli; Barbara A. Roy,Oecologia,https://doi.org/10.1007/s004420000580,2026-09-25
OpenAlex,Q7,https://openalex.org/W3205760949,10.3389/fevo.2021.698137,The Sensory and Cognitive Ecology of Nectar Robbing,2021,Sarah Kelley Richman; Jessica L. Barker; Minjung Baek; Daniel R. Papaj; Rebecca E. Irwin; Judith L. Bronstein,Frontiers in Ecology and Evolution,https://doi.org/10.3389/fevo.2021.698137,2026-09-25
OpenAlex,Q7,https://openalex.org/W2583318514,10.1093/aob/mcw285,"Nectar replenishment maintains the neutral effects of nectar robbing on female reproductive success of Salvia przewalskii (Lamiaceae), a plant pollinated and robbed by bumble bees",2016,Zhong‐Ming Ye; Xiao‐Fang Jin; Qingfeng Wang; Chun‐Feng Yang; David W. Inouye,Annals of Botany,https://doi.org/10.1093/aob/mcw285,2026-09-25
OpenAlex,Q7,https://openalex.org/W3094106515,10.1016/j.agee.2020.107189,"Landscape crop diversity and semi-natural habitat affect crop pollinators, pollination benefit and yield",2020,Chloé Aline Raderschall; Riccardo Bommarco; Sandra Lindström; Ola Lundin,Agriculture Ecosystems & Environment,https://doi.org/10.1016/j.agee.2020.107189,2026-09-25
OpenAlex,Q7,https://openalex.org/W1975874549,10.1111/oik.01439,"Species traits and abundances predict metrics of plant–pollinator network structure, but not pairwise interactions",2014,Colin Olito; Jeremy W. Fox,Oikos,https://doi.org/10.1111/oik.01439,2026-09-25
