effect_id,study_id,study_cluster_id,doi,taxon,route,trait_role,trait_class,outcome_class,design_class,effect_input_type,effect_metric,effect_value,standard_error,n_treatment,n_control,mean_treatment,sd_treatment,mean_control,sd_control,event_treatment,non_event_treatment,event_control,non_event_control,correlation_r,n_total,effect_orientation,is_primary_effect,analysis_status,source_basis,source_locator,extraction_note
LGR_Dedej&Delaplane_2005,Dedej&Delaplane_2005,Dedej&Delaplane_2005,,Vaccinium_ashei,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-1.129756059,0.2633944497,22.5,25,,,,,,,,,,47.5,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=57;58;60;63; synthesis_doi=10.1002/ecy.70036; primary_study_label=Dedej&Delaplane_2005,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 4 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Dohzonoetal_2008,Dohzonoetal_2008,Dohzonoetal_2008,,Corydalis_ambigua,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-0.8919980393,1.403451039,81,81,,,,,,,,,,162,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=70; synthesis_doi=10.1002/ecy.70036; primary_study_label=Dohzonoetal_2008,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Fumero-Caban&Melendez-Ackerman_2013,Fumero-Caban&Melendez-Ackerman_2013,Fumero-Caban&Melendez-Ackerman_2013,,Pitcairnia_augustifolia,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,0.02297623936,0.07033966236,20,20,,,,,,,,,,40,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=80;82; synthesis_doi=10.1002/ecy.70036; primary_study_label=Fumero-Caban&Melendez-Ackerman_2013,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Gonzalez-Gomez&Valdivia_2005,Gonzalez-Gomez&Valdivia_2005,Gonzalez-Gomez&Valdivia_2005,,Puya_coerulea,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-1.898904107,0.378469737,30,30,,,,,,,,,,60,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=89; synthesis_doi=10.1002/ecy.70036; primary_study_label=Gonzalez-Gomez&Valdivia_2005,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Goulsonetal_2007,Goulsonetal_2007,Goulsonetal_2007,,Tropaeolum_majus,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-0.5398733092,0.1605662957,27,39,,,,,,,,,,66,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=90; synthesis_doi=10.1002/ecy.70036; primary_study_label=Goulsonetal_2007,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Guerraetal_2010,Guerraetal_2010,Guerraetal_2010,,Neoregelia_johanis,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-0.3054371238,0.1524145902,24,24,,,,,,,,,,48,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=91;92; synthesis_doi=10.1002/ecy.70036; primary_study_label=Guerraetal_2010,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Hazlehurst&Karubian_2016,Hazlehurst&Karubian_2016,Hazlehurst&Karubian_2016,,Oreocallis_grandiflora,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,0.1715222716,0.01485790739,14,14,,,,,,,,,,28,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=263;264; synthesis_doi=10.1002/ecy.70036; primary_study_label=Hazlehurst&Karubian_2016,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Irwinetal_2008,Irwinetal_2008,Irwinetal_2008,,Polemonium_viscosum,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,0.2129457263,0.1199771276,15,14,,,,,,,,,,29,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=108; synthesis_doi=10.1002/ecy.70036; primary_study_label=Irwinetal_2008,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Kaczorowskietal_2014,Kaczorowskietal_2014,Kaczorowskietal_2014,,Nicotiana_glauca,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,1.207956889,0.03513703959,12,12,,,,,,,,,,24,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=253;254; synthesis_doi=10.1002/ecy.70036; primary_study_label=Kaczorowskietal_2014,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Lara&Ornelas_2001,Lara&Ornelas_2001,Lara&Ornelas_2001,,Moussonia_deppeana,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-0.6246251846,0.0188048502,20,20,,,,,,,,,,40,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=109;110;111; synthesis_doi=10.1002/ecy.70036; primary_study_label=Lara&Ornelas_2001,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 3 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Lasso&Naranjo_2003,Lasso&Naranjo_2003,Lasso&Naranjo_2003,,Hamelia_patens,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,0.08875636061,0.04555314237,19,19,,,,,,,,,,38,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=115; synthesis_doi=10.1002/ecy.70036; primary_study_label=Lasso&Naranjo_2003,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Mallof_2001,Mallof_2001,Mallof_2001,,Corydalis_caseana,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-1.452252329,0.3432746878,28,28,,,,,,,,,,56,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=126;255; synthesis_doi=10.1002/ecy.70036; primary_study_label=Mallof_2001,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Missagia&Alves2017,Missagia&Alves2017,Missagia&Alves2017,,Heliconia_spathocircinata,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-0.604103512,0.08628666427,20,20,,,,,,,,,,40,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=141; synthesis_doi=10.1002/ecy.70036; primary_study_label=Missagia&Alves2017,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Morris_1996,Morris_1996,Morris_1996,,Mertensia_paniculata,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-1.682386912,1.525594376,12,12,,,,,,,,,,24,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=142; synthesis_doi=10.1002/ecy.70036; primary_study_label=Morris_1996,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Pollato&Alves-Junior_2022,Pollato&Alves-Junior_2022,Pollato&Alves-Junior_2022,,Pyrostegia_venusta,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-1.552392043,0.06534437302,50,50,,,,,,,,,,100,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=147;148; synthesis_doi=10.1002/ecy.70036; primary_study_label=Pollato&Alves-Junior_2022,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Richardson_2004,Richardson_2004,Richardson_2004,,Chilopsis_linearis,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-0.1857941139,0.5731281155,23.5,42,,,,,,,,,,65.5,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=151;152; synthesis_doi=10.1002/ecy.70036; primary_study_label=Richardson_2004,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Saezetal_2017,Saezetal_2017,Saezetal_2017,,Rubus_idaeus,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-1.506599466,0.5796240107,15,20,,,,,,,,,,35,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=169; synthesis_doi=10.1002/ecy.70036; primary_study_label=Saezetal_2017,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Singhetal_2014,Singhetal_2014,Singhetal_2014,,Tecomella_undulata,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-0.9360933592,0.3953315126,15,15,,,,,,,,,,30,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=175; synthesis_doi=10.1002/ecy.70036; primary_study_label=Singhetal_2014,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Tameles&Pan_2022,Tameles&Pan_2022,Tameles&Pan_2022,,Impatiens_capensis,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-1.159888514,0.1942265774,44.66666667,69,,,,,,,,,,113.6666667,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=181;182;183; synthesis_doi=10.1002/ecy.70036; primary_study_label=Tameles&Pan_2022,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 3 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Yeetal_2017,Yeetal_2017,Yeetal_2017,,Salvia_przewalskii,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-0.2188791525,0.08066104369,30,30,,,,,,,,,,60,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=199; synthesis_doi=10.1002/ecy.70036; primary_study_label=Yeetal_2017,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Zhangetal_2009b,Zhangetal_2009b,Zhangetal_2009b,,Glechoma_longituba,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,0.1664084026,0.3210372834,19,19,,,,,,,,,,38,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=207; synthesis_doi=10.1002/ecy.70036; primary_study_label=Zhangetal_2009b,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGR_Zhangetal_2010a,Zhangetal_2010a,Zhangetal_2010a,,Glechoma_longituba,H_to_reward,H,nectar_larceny,nectar_standing_crop,comparative,reported_effect,log_response_ratio,-1.080542765,0.7600256335,30,30,,,,,,,,,,60,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=211;212; synthesis_doi=10.1002/ecy.70036; primary_study_label=Zhangetal_2010a,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGM_Dengetal2004,Dengetal2004,Dengetal2004,,Alpinia_roxburghii,H_to_fitness,H,nectar_larceny,male_reproductive_success,comparative,reported_effect,log_response_ratio,-0.6567795364,0.3740276724,60,60,,,,,,,,,,120,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=69; synthesis_doi=10.1002/ecy.70036; primary_study_label=Dengetal2004,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGM_Dengetal_2015,Dengetal_2015,Dengetal_2015,,Alpinia_roxburghii,H_to_fitness,H,nectar_larceny,male_reproductive_success,comparative,reported_effect,log_response_ratio,-0.6567795364,0.1322387516,8,8,,,,,,,,,,16,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=259; synthesis_doi=10.1002/ecy.70036; primary_study_label=Dengetal_2015,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGM_Fumero-Caban&Melendez-Ackerman_2013,Fumero-Caban&Melendez-Ackerman_2013,Fumero-Caban&Melendez-Ackerman_2013,,Pitcairnia_augustifolia,H_to_fitness,H,nectar_larceny,male_reproductive_success,comparative,reported_effect,log_response_ratio,0.1192055117,0.1086266967,6,6,,,,,,,,,,12,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=81;84; synthesis_doi=10.1002/ecy.70036; primary_study_label=Fumero-Caban&Melendez-Ackerman_2013,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGM_Irwin&Brody1999,Irwin&Brody1999,Irwin&Brody1999,,Ipomopis_aggregata,H_to_fitness,H,nectar_larceny,male_reproductive_success,comparative,reported_effect,log_response_ratio,-1.354025101,0.2096755664,9,9,,,,,,,,,,18,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=239;244; synthesis_doi=10.1002/ecy.70036; primary_study_label=Irwin&Brody1999,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGM_Irwinetal2015,Irwinetal2015,Irwinetal2015,,Ipomopis_aggregata,H_to_fitness,H,nectar_larceny,male_reproductive_success,comparative,reported_effect,log_response_ratio,-0.02630702559,0.002130456252,30,30,,,,,,,,,,60,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=250; synthesis_doi=10.1002/ecy.70036; primary_study_label=Irwinetal2015,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
LGM_Mackinetal_2021,Mackinetal_2021,Mackinetal_2021,,Digitalis_purpurea,H_to_fitness,H,nectar_larceny,male_reproductive_success,comparative,reported_effect,log_response_ratio,-0.1785491713,0.08489543979,50,43,,,,,,,,,,93,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=122; synthesis_doi=10.1002/ecy.70036; primary_study_label=Mackinetal_2021,"Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Experimental unit is the unit the source study reported n over; n_treatment/n_control are means across the constituent contrasts, which may share plants, so they are not summed. Secondary analysis of a deposited table; not an independent extraction from the primary article. Primary-study DOI unresolved: Crossref and OpenAlex are refused by this environment's egress policy, so no identifier is guessed."
