scenario_id,defence,assurance,pollinator_service,floral_damage_pressure,relief_minus_joint_cost_ratio_K,boundary_type,lower_boundary_c_D,upper_boundary_c_D,classification_at_interval_low,classification_at_interval_high,interval_verdict
high_obstruction_high_shared_cost,0.2,0.5,0.8,0.8,0.1469298246,two_sided_window,0.1514483681,25.8506868,substitutable,substitutable,settled_substitutable
high_obstruction_high_shared_cost,0.5,0.0,0.2,0.2,-0.6416666667,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.5,0.0,0.2,0.5,-0.04166666667,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.5,0.0,0.2,0.8,0.5583333333,two_sided_window,0.8570273483,3.874358393,complementary,complementary,settled_complementary
high_obstruction_high_shared_cost,0.5,0.0,0.5,0.2,-0.2566666667,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.5,0.0,0.5,0.5,-0.01666666667,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.5,0.0,0.5,0.8,0.2233333333,two_sided_window,0.2535149799,6.845306049,complementary,substitutable,unsettled_interval_spans_boundary
high_obstruction_high_shared_cost,0.5,0.0,0.8,0.2,-0.1604166667,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.5,0.0,0.8,0.5,-0.01041666667,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.5,0.0,0.8,0.8,0.1395833333,two_sided_window,0.150491653,8.129083291,substitutable,substitutable,settled_substitutable
high_obstruction_high_shared_cost,0.5,0.5,0.2,0.2,-0.6754385965,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.5,0.5,0.2,0.5,-0.04385964912,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.5,0.5,0.2,0.8,0.5877192982,two_sided_window,0.9406559037,3.655450149,complementary,complementary,settled_complementary
high_obstruction_high_shared_cost,0.5,0.5,0.5,0.2,-0.2701754386,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.5,0.5,0.5,0.5,-0.01754385965,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.5,0.5,0.5,0.8,0.2350877193,two_sided_window,0.2689214853,6.699726544,complementary,substitutable,unsettled_interval_spans_boundary
high_obstruction_high_shared_cost,0.5,0.5,0.8,0.2,-0.1688596491,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.5,0.5,0.8,0.5,-0.01096491228,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.5,0.5,0.8,0.8,0.1469298246,two_sided_window,0.1590951868,7.99264349,substitutable,substitutable,settled_substitutable
high_obstruction_high_shared_cost,0.8,0.0,0.2,0.2,-0.6416666667,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.8,0.0,0.2,0.5,-0.04166666667,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.8,0.0,0.2,0.8,0.5583333333,always_complementary,,,complementary,complementary,settled_complementary_regardless_of_c_D
high_obstruction_high_shared_cost,0.8,0.0,0.5,0.2,-0.2566666667,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.8,0.0,0.5,0.5,-0.01666666667,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.8,0.0,0.5,0.8,0.2233333333,two_sided_window,0.279234893,3.405661202,complementary,substitutable,unsettled_interval_spans_boundary
high_obstruction_high_shared_cost,0.8,0.0,0.8,0.2,-0.1604166667,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.8,0.0,0.8,0.5,-0.01041666667,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.8,0.0,0.8,0.8,0.1395833333,two_sided_window,0.1584468625,4.27831628,substitutable,substitutable,settled_substitutable
high_obstruction_high_shared_cost,0.8,0.5,0.2,0.2,-0.6754385965,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.8,0.5,0.2,0.5,-0.04385964912,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.8,0.5,0.2,0.8,0.5877192982,always_complementary,,,complementary,complementary,settled_complementary_regardless_of_c_D
high_obstruction_high_shared_cost,0.8,0.5,0.5,0.2,-0.2701754386,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.8,0.5,0.5,0.5,-0.01754385965,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.8,0.5,0.5,0.8,0.2350877193,two_sided_window,0.2984956023,3.303457919,complementary,substitutable,unsettled_interval_spans_boundary
high_obstruction_high_shared_cost,0.8,0.5,0.8,0.2,-0.1688596491,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.8,0.5,0.8,0.5,-0.01096491228,always_substitutable,,,substitutable,substitutable,settled_substitutable_regardless_of_c_D
high_obstruction_high_shared_cost,0.8,0.5,0.8,0.8,0.1469298246,two_sided_window,0.1680759283,4.18732909,substitutable,substitutable,settled_substitutable
