analysis_id,stratum_id,omitted_study_cluster_id,independent_clusters,pooled_effect,ci_low,ci_high,pooled_direction,direction_matches_full_set
larceny_type_nectar,HR_larceny_nectar_lrr_comparative,Goulsonetal_2007,27,-0.4812443198,-0.7606487017,-0.2018399379,negative,true
larceny_type_nectar,HR_larceny_nectar_lrr_comparative,Guerraetal_2010,27,-0.4912720973,-0.770985516,-0.2115586785,negative,true
larceny_type_nectar,HR_larceny_nectar_lrr_comparative,Hazlehurst&Karubian_2016,27,-0.5265864854,-0.8550988736,-0.1980740973,negative,true
larceny_type_nectar,HR_larceny_nectar_lrr_comparative,Irwinetal_2008,27,-0.5139564988,-0.7941371924,-0.2337758053,negative,true
larceny_type_nectar,HR_larceny_nectar_lrr_comparative,Kaczorowskietal_2014,27,-0.5448982376,-0.7815257914,-0.3082706839,negative,true
larceny_type_nectar,HR_larceny_nectar_lrr_comparative,Lara&Ornelas_2001,27,-0.4803452048,-0.7688963261,-0.1917940835,negative,true
larceny_type_nectar,HR_larceny_nectar_lrr_comparative,Lasso&Naranjo_2003,27,-0.5117292442,-0.7997797401,-0.2236787484,negative,true
larceny_type_nectar,HR_larceny_nectar_lrr_comparative,Mallof_2001,27,-0.4492746891,-0.7268972257,-0.1716521525,negative,true
larceny_type_nectar,HR_larceny_nectar_lrr_comparative,Missagia&Alves2017,27,-0.4786307445,-0.759145297,-0.198116192,negative,true
larceny_type_nectar,HR_larceny_nectar_lrr_comparative,Morris_1996,27,-0.4750175994,-0.7491755036,-0.2008596952,negative,true
larceny_type_nectar,HR_larceny_nectar_lrr_comparative,Pollato&Alves-Junior_2022,27,-0.4307287459,-0.6964397925,-0.1650176992,negative,true
larceny_type_nectar,HR_larceny_nectar_lrr_comparative,Richardson_2004,27,-0.4910605105,-0.7678004595,-0.2143205615,negative,true
larceny_type_nectar,HR_larceny_nectar_lrr_comparative,Saezetal_2017,27,-0.4576232887,-0.7341294872,-0.1811170902,negative,true
larceny_type_nectar,HR_larceny_nectar_lrr_comparative,Singhetal_2014,27,-0.4685676216,-0.7462177342,-0.190917509,negative,true
larceny_type_nectar,HR_larceny_nectar_lrr_comparative,Tameles&Pan_2022,27,-0.4554563634,-0.7337292245,-0.1771835023,negative,true
larceny_type_nectar,HR_larceny_nectar_lrr_comparative,Yeetal_2017,27,-0.4960712012,-0.7780966768,-0.2140457257,negative,true
larceny_type_nectar,HR_larceny_nectar_lrr_comparative,Zhangetal_2009b,27,-0.5070020676,-0.7852841668,-0.2287199684,negative,true
larceny_type_nectar,HR_larceny_nectar_lrr_comparative,Zhangetal_2010a,27,-0.4719922322,-0.7478046383,-0.1961798261,negative,true
